jiscode	citynamejp	citynameen	regionalname	islandname	islandkana	islandnameen	lat	long	area	coast	h27pop	h22pop	law	desinatedname	manned	delegate
1367	北海道奥尻郡奥尻町	Okushiri, Hokkaido		奥尻島	おくしりとう	Okushirito	42.15199167	139.4832907	142.7	68	2690	3033	離島振興法	奥尻島	1	1
1484	北海道苫前郡羽幌町	Haboro, Hokkaido		焼尻島	やぎしりとう	Yagishirito	44.43688209	141.4052406	5.19	10.6	201	273	離島振興法	天売・焼尻	1	1
1484	北海道苫前郡羽幌町	Haboro, Hokkaido		天売島	てうりとう	Teurito	44.42762126	141.3137301	5.47	11.6	313	366	離島振興法	天売・焼尻	1	1
1517	北海道礼文郡礼文町	Rebun, Hokkaido		礼文島	れぶんとう	Rebunto	45.36876861	141.0166906	81.25	66.6	2773	3078	離島振興法	礼文島	1	1
1518	北海道利尻郡利尻町・利尻富士町	Rishiri and Rishirifuji in Hokkaido		利尻島	りしりとう	Rishirito	45.17835292	141.2286247	182.08	64	5090	5627	離島振興法	利尻島	1	1
1519	北海道利尻郡利尻町・利尻富士町	Rishiri and Rishirifuji in Hokkaido		利尻島	りしりとう	Rishirito	45.17835292	141.2286247	182.08	64	5090	5627	離島振興法	利尻島	1	0
1662	北海道厚岸郡厚岸町	Akkeshi, Hokkaido		小島（厚岸小島）	こじま（あっけしこじま）	Kojima (Akkeshikojima)	42.97480389	144.8794113	0.05	0.9	12	13	離島振興法	小島	1	1
4202	宮城県石巻市	Ishinomaki, Miyagi	牡鹿諸島	田代島	たしろじま	Tashirojima	38.29867362	141.4179431	2.92	11.5	62	81	離島振興法	牡鹿諸島	1	1
4202	宮城県石巻市	Ishinomaki, Miyagi	牡鹿諸島	網地島	あじしま	Ajishima	38.26476723	141.4790182	6.49	20.7	304	426	離島振興法	牡鹿諸島	1	1
4203	宮城県塩竈市	Shiogama, Miyagi	浦戸諸島	朴島	ほうじま	Hojima	38.35142778	141.1237914	0.34	2.2	12	24	離島振興法	浦戸諸島	1	1
4203	宮城県塩竈市	Shiogama, Miyagi	浦戸諸島	野々島	ののしま	Nonoshima	38.33798028	141.1124717	0.44	8.9	66	84	離島振興法	浦戸諸島	1	1
4203	宮城県塩竈市	Shiogama, Miyagi	浦戸諸島	桂島	かつらしま	Katsurashima	38.33405833	141.0966111	0.67	6.8	160	266	離島振興法	浦戸諸島	1	1
4203	宮城県塩竈市	Shiogama, Miyagi	浦戸諸島	寒風沢島	さぶさわじま	Sabusawajima	38.33131389	141.1235417	1.39	13.5	96	161	離島振興法	浦戸諸島	1	1
4581	宮城県牡鹿郡女川町	Onagawa, Miyagi	牡鹿諸島	出島	いずしま	Izushima	38.45132973	141.5246919	2.63	14	77	465	離島振興法	牡鹿諸島	1	1
4581	宮城県牡鹿郡女川町	Onagawa, Miyagi	牡鹿諸島	江島	えのしま	Enoshima	38.39927292	141.5943003	0.36	3.7	38	89	離島振興法	牡鹿諸島	1	1
6204	山形県酒田市	Sakata, Yamagata		飛島	とびしま	Tobishima	39.19497472	139.5519204	2.73	12	204	228	離島振興法	飛島	1	1
13361	東京都大島町	Oshima, Tokyo	伊豆諸島	大島（伊豆大島）	おおしま（いずおおしま）	Oshima (Izuoshima)	34.73862417	139.3993645	90.73	54	7884	8461	離島振興法	伊豆諸島	1	1
13362	東京都利島村	Toshima Village, Tokyo	伊豆諸島	利島	としま	Toshima	34.52302917	139.280241	4.12	7.7	337	341	離島振興法	伊豆諸島	1	1
13363	東京都新島村	Nijima, Tokyo	伊豆諸島	新島	にいじま	Niijima	34.38078251	139.2662996	22.97	41.6	2230	2351	離島振興法	伊豆諸島	1	1
13363	東京都新島村	Nijima, Tokyo	伊豆諸島	式根島	しきねじま	Shikinejima	34.32647597	139.2105153	3.67	12.2	519	532	離島振興法	伊豆諸島	1	1
13364	東京都神津島村	Kizushima, Tokyo	伊豆諸島	神津島	こうづしま	Kozushima	34.21422069	139.1477128	18.24	33.3	1891	1889	離島振興法	伊豆諸島	1	1
13381	東京都三宅村	Miyake, Tokyo	伊豆諸島	三宅島	みやけじま	Miyakejima	34.08511959	139.5198697	55.2	38.4	2482	2676	離島振興法	伊豆諸島	1	1
13382	東京都御蔵島村	Mikurajima, Tokyo	伊豆諸島	御蔵島	みくらじま	Mikurajima	33.8764189	139.6043225	20.51	16.4	335	348	離島振興法	伊豆諸島	1	1
13401	東京都八丈町	Hachijo, Tokyo	伊豆諸島	八丈島	はちじょうじま	Hachijojima	33.102438	139.7990755	69.11	51.3	7613	8231	離島振興法	伊豆諸島	1	1
13402	東京都青ヶ島村	Aogashima, Tokyo	伊豆諸島	青ヶ島	あおがしま	Aogashima	32.45816709	139.7679103	5.96	9.4	178	201	離島振興法	伊豆諸島	1	1
15224	新潟県佐渡市	Sado, Niigata		佐渡島	さどがしま	Sadogashima	38.06741278	138.3891625	854.79	280.9	57255	62727	離島振興法	佐渡島	1	1
15586	新潟県岩船郡粟島浦村	Awashimaura, Niigata		粟島	あわしま	Awashima	38.46366736	139.2392439	9.69	23.1	370	366	離島振興法	粟島	1	1
17204	石川県輪島市	Wajima, Ishikawa		舳倉島	へぐらじま	Hegurajima	37.84984486	136.9184167	0.55	5.2	105	110	離島振興法	舳倉島	1	1
22205	静岡県熱海市	Atami, Shizuoka		初島	はつしま	Hatsushima	35.03991417	139.1702814	0.44	4	333	316	離島振興法	初島	1	1
23213	愛知県西尾市	Nishio, Aichi		佐久島	さくしま	Sakushima	34.72878611	137.0404944	1.73	11.8	234	271	離島振興法	愛知三島	1	1
23445	愛知県知多郡南知多町	Minamichita, Aichi		日間賀島	ひまかじま	Himakajima	34.70504931	137.0048821	0.77	6.6	1896	2051	離島振興法	愛知三島	1	1
23445	愛知県知多郡南知多町	Minamichita, Aichi		篠島	しのじま	Shinojima	34.676165	137.0044783	0.94	8.2	1653	1763	離島振興法	愛知三島	1	1
24211	三重県鳥羽市	Toba, Mie	志摩諸島	神島	かみしま	Kamishima	34.54561709	136.9820897	0.76	3.9	348	402	離島振興法	志摩諸島	1	1
24211	三重県鳥羽市	Toba, Mie	志摩諸島	答志島	とうしじま	Toshijima	34.52224653	136.8752113	6.96	26.3	1975	2379	離島振興法	志摩諸島	1	1
24211	三重県鳥羽市	Toba, Mie	志摩諸島	菅島	すがしま	Sugashima	34.48977209	136.890914	4.41	13	550	689	離島振興法	志摩諸島	1	1
24211	三重県鳥羽市	Toba, Mie	志摩諸島	坂手島	さかてじま	Sakatejima	34.48633333	136.8585783	0.51	3.8	315	423	離島振興法	志摩諸島	1	1
24215	三重県志摩市	Shima, Mie	志摩諸島	渡鹿野島	わたかのじま	Watakanojima	34.36267556	136.8720836	0.69	6	219	247	離島振興法	志摩諸島	1	1
24215	三重県志摩市	Shima, Mie	志摩諸島	間崎島	まさきじま	Masakijima	34.29022445	136.8152999	0.36	7.4	69	118	離島振興法	志摩諸島	1	1
25204	滋賀県近江八幡市	Omihachiman, Shiga	琵琶湖	沖島	おきしま	Okishima	35.20673314	136.0632987	1.51	6.8	287	343	離島振興法	沖島	1	1
28201	兵庫県姫路市	Himeji, Hyogo	家島諸島	家島	いえしま	Ieshima	34.67235375	134.5271133	5.4	15.4	2693	3355	離島振興法	家島群島	1	1
28201	兵庫県姫路市	Himeji, Hyogo	家島諸島	男鹿島	たんがしま	Tangashima	34.66413945	134.5764508	4.53	10	38	72	離島振興法	家島群島	1	1
28201	兵庫県姫路市	Himeji, Hyogo	家島諸島	西島	にしじま	Nishijima	34.65612848	134.4797004	6.52	21	2	5	離島振興法	家島群島	1	1
28201	兵庫県姫路市	Himeji, Hyogo	家島諸島	坊勢島	ぼうぜじま	Bozejima	34.64748264	134.5100051	1.92	12.3	2165	2555	離島振興法	家島群島	1	1
28224	兵庫県南あわじ市	Minamiawaji, Hyogo		沼島	ぬしま	Nushima	34.1679057	134.8210138	2.67	10.3	430	506	離島振興法	沼島	1	1
32525	島根県隠岐郡海士町	Ama, Shimane	隠岐諸島	中ノ島	なかのしま	Nakanoshima	36.07743903	133.10841	32.29	88.9	2353	2374	離島振興法	隠岐島	1	1
32526	島根県隠岐郡西ノ島町	Nishinoshima, Shimane	隠岐諸島	西ノ島	にしのしま	Nishinoshima	36.09035417	133.0194036	55.77	116.1	3027	3136	離島振興法	隠岐島	1	1
32527	島根県隠岐郡知夫村	Chibu, Shimane	隠岐諸島	知夫里島	ちぶりじま	Chiburijima	36.01343167	133.0364546	13.03	49.6	615	657	離島振興法	隠岐島	1	1
32528	島根県隠岐郡隠岐の島町	Okinoshima, Shimane	隠岐諸島	島後	どうご	Dogo	36.2543225	133.2812611	241.53	209.9	14608	15521	離島振興法	隠岐島	1	1
33103	岡山県岡山市東区	Higashi, Okayama City, Okayama	犬島諸島	犬島	いぬじま	Inujima	34.56348445	134.10098	0.54	3.6	44	54	離島振興法	犬島	1	1
33202	岡山県倉敷市	Kurashiki, Okayama	児島諸島	松島	まつしま	Matsushima	34.4252432	133.8165746	0.08	1.2	3	3	離島振興法	児島諸島	1	1
33202	岡山県倉敷市	Kurashiki, Okayama	児島諸島	六口島	むぐちじま	Muguchijima	34.42512292	133.7683931	1.03	5.9	7	10	離島振興法	児島諸島	1	1
33204	岡山県玉野市	Tamano, Okayama		石島	いしま	Ishima	34.50168945	134.015645	2.63		76	91	離島振興法	石島	1	1
33205	岡山県笠岡市	Kasaoka, Okayama	笠岡諸島	高島	たかしま	Takashima	34.42943945	133.5084499	1.05	5.8	70	94	離島振興法	笠岡諸島	1	1
33205	岡山県笠岡市	Kasaoka, Okayama	笠岡諸島	白石島	しらいしじま	Shiraishijima	34.40302375	133.5159718	2.95	10	450	581	離島振興法	笠岡諸島	1	1
33205	岡山県笠岡市	Kasaoka, Okayama	笠岡諸島	北木島	きたぎしま	Kitagishima	34.38432848	133.5382175	7.48	19.1	772	1027	離島振興法	笠岡諸島	1	1
33205	岡山県笠岡市	Kasaoka, Okayama	笠岡諸島	真鍋島	まなべしま	Manabeshima	34.35221111	133.5755222	1.48	7.5	201	277	離島振興法	笠岡諸島	1	1
33205	岡山県笠岡市	Kasaoka, Okayama	笠岡諸島	小飛島	こびしま	Kobishima	34.34766167	133.5194249	0.3	3.7	17	20	離島振興法	笠岡諸島	1	1
33205	岡山県笠岡市	Kasaoka, Okayama	笠岡諸島	大飛島	おおびしま	Obishima	34.34272515	133.503356	1.05	6.4	45	82	離島振興法	笠岡諸島	1	1
33205	岡山県笠岡市	Kasaoka, Okayama	笠岡諸島	六島	むしま	Mushima	34.30403098	133.533155	1.02	4.6	70	85	離島振興法	笠岡諸島	1	1
33211	岡山県備前市	Bizen, Okayama	日生諸島	鴻島	こうじま	Kojima	34.69861251	134.2605619	2.07	12	39	42	離島振興法	日生諸島	1	1
33211	岡山県備前市	Bizen, Okayama	日生諸島	大多府島	おおたぶしま	Otabushima	34.68358459	134.2961743	0.4	5	71	81	離島振興法	日生諸島	1	1
33212	岡山県瀬戸内市	Setouchi, Okayama		前島	まえじま	Maejima	34.60970987	134.1830414	2.41	16.5	140	180	離島振興法	前島	1	1
34103	広島県広島市南区	Minami, Hiroshima City, Hiroshima		似島	にのしま	Ninoshima	34.31133417	132.4313682	3.84	16	790	919	離島振興法	似島	1	1
34202	広島県呉市	Kure, Hiroshima	下大崎群島	三角島	みかどじま	Mikadojima	34.19194403	132.8132929	0.78	4.1	34	61	離島振興法	下大崎群島	1	1
34202	広島県呉市	Kure, Hiroshima	安芸群島	情島	なさけじま	Nasakejima	34.16171	132.5747769	0.69	4.4	6	9	離島振興法	安芸群島	1	1
34202	広島県呉市	Kure, Hiroshima	下大崎群島	斎島	いつきじま	Itsukijima	34.11812667	132.7931606	0.7	4.3	15	18	離島振興法	下大崎群島	1	1
34204	広島県三原市	Mihara, Hiroshima	芸備群島	小佐木島	こさぎじま	Kosagijima	34.36398348	133.1036517	0.5	3.2	6	11	離島振興法	芸備群島	1	1
34204	広島県三原市	Mihara, Hiroshima	芸備群島	佐木島	さぎじま	Sagijima	34.33865126	133.1117681	8.71	18.2	681	820	離島振興法	芸備群島	1	1
34205	広島県尾道市	Onomichi, Hiroshima	備後群島	百島	ももしま	Momoshima	34.37249917	133.2681882	3.08	11.9	477	545	離島振興法	備後群島	1	1
34205	広島県尾道市	Onomichi, Hiroshima	芸備群島	細島	ほそじま	Hosojima	34.36527681	133.1398156	0.76	5.3	47	56	離島振興法	芸備群島	1	1
34207	広島県福山市	Fukuyama, Hiroshima	走島群島	走島	はしりじま	Hashirijima	34.34348028	133.4412896	2.16	7.8	410	570	離島振興法	走島群島	1	1
34211	広島県大竹市	Otake, Hiroshima	安芸群島	阿多田島	あたたじま	Atatajima	34.19199264	132.3059433	2.39	11	252	276	離島振興法	安芸群島	1	1
34431	広島県豊田郡大崎上島町	Osakikamijima, Hiroshima	上大崎群島	生野島	いくのしま	Ikunoshima	34.28997097	132.9155872	2.25	12.5	17	27	離島振興法	上大崎群島	1	1
34431	広島県豊田郡大崎上島町	Osakikamijima, Hiroshima	上大崎群島	長島	ながしま	Nagashima	34.26310528	132.870691	1.04	7.3	28	26	離島振興法	上大崎群島	1	1
34431	広島県豊田郡大崎上島町	Osakikamijima, Hiroshima	上大崎群島	大崎上島	おおさきかみじま	Osakikamijima	34.24530764	132.8900589	38.27	60.9	7915	8353	離島振興法	上大崎群島	1	1
35201	山口県下関市	Shimonoseki, Yamaguchi	響灘諸島	蓋井島	ふたおいじま	Futaoijima	34.10383	130.78751	2.32	10.4	90	83	離島振興法	響灘諸島	1	1
35201	山口県下関市	Shimonoseki, Yamaguchi	響灘諸島	六連島	むつれじま	Mutsurejima	33.97557112	130.8642296	0.69	3.9	87	104	離島振興法	響灘諸島	1	1
35204	山口県萩市	Hagi, Yamaguchi	萩諸島	見島	みしま	Mishima	34.77825625	131.1455256	7.76	17.5	864	963	離島振興法	萩諸島	1	1
35204	山口県萩市	Hagi, Yamaguchi	萩諸島	櫃島	ひつしま	Hitsushima	34.51811195	131.3881935	0.83	4	2	2	離島振興法	萩諸島	1	1
35204	山口県萩市	Hagi, Yamaguchi	萩諸島	相島	あいしま	Aishima	34.50764195	131.2824426	2.37	10.5	154	177	離島振興法	萩諸島	1	1
35204	山口県萩市	Hagi, Yamaguchi	萩諸島	大島	おおしま	Oshima	34.50129334	131.4099063	2.99	8.5	677	823	離島振興法	萩諸島	1	1
35206	山口県防府市	Hofu, Yamaguchi	周南諸島	野島	のしま	Noshima	33.94243375	131.6948354	0.73	3.4	94	145	離島振興法	周南諸島	1	1
35208	山口県岩国市	Iwakuni, Yamaguchi	柱島群島	端島	はしま	Hashima	34.03472792	132.3842051	0.67	6.3	21	32	離島振興法	柱島群島	1	1
35208	山口県岩国市	Iwakuni, Yamaguchi	柱島群島	柱島	はしらじま	Hashirajima	34.02058028	132.4163149	3.13	8.5	145	188	離島振興法	柱島群島	1	1
35208	山口県岩国市	Iwakuni, Yamaguchi	柱島群島	黒島	くろしま	Kuroshima	33.99738764	132.3326006	0.54	4	24	29	離島振興法	柱島群島	1	1
35210	山口県光市	Hikari, Yamaguchi	周南諸島	牛島	うしま	Ushima	33.85729722	132.0128917	1.9	11	46	66	離島振興法	牛島	1	1
35212	山口県柳井市	Yanai, Yamaguchi		平郡島	へいぐんとう	Heigunto	33.79225334	132.2230606	16.56	31	348	419	離島振興法	平郡島	1	1
35215	山口県周南市	Shunan, Yamaguchi	周南諸島	大津島・馬島	おおつしま・うましま	Otsushima and Umashima	34.00743472	131.6974255	4.76	20.9	244	361	離島振興法	周南諸島	1	1
35305	山口県大島郡周防大島町	Suooshima, Yamaguchi	周防大島諸島	前島	まえじま	Maejima	34.00171459	132.2652444	1.09	2.2	7	14	離島振興法	周防大島諸島	1	1
35305	山口県大島郡周防大島町	Suooshima, Yamaguchi	周防大島諸島	情島	なさけじま	Nasakejima	33.96006959	132.4700904	1	6.9	62	93	離島振興法	周防大島諸島	1	1
35305	山口県大島郡周防大島町	Suooshima, Yamaguchi	周防大島諸島	浮島	うかしま	Ukashima	33.95022473	132.3465281	2.27	6.8	214	231	離島振興法	周防大島諸島	1	1
35305	山口県大島郡周防大島町	Suooshima, Yamaguchi	周防大島諸島	笠佐島	かささじま	Kasasajima	33.94261264	132.1612028	0.94	4.1	13	11	離島振興法	周防大島諸島	1	1
35341	山口県熊毛郡上関町	Kaminoseki, Yamaguchi	熊毛群島	祝島	いわいしま	Iwaishima	33.78329597	131.9703332	7.68	12.7	380	451	離島振興法	熊毛群島	1	1
35341	山口県熊毛郡上関町	Kaminoseki, Yamaguchi	熊毛群島	八島	やしま	Yashima	33.73838667	132.1455013	4.16	16.7	25	40	離島振興法	熊毛群島	1	1
35343	山口県熊毛郡田布施町	Tabuse, Yamaguchi	熊毛群島	馬島	うましま	Umashima	33.89382542	132.0475656	0.7	5.8	26	26	離島振興法	熊毛群島	1	1
35344	山口県熊毛郡平生町	Hirao, Yamaguchi	熊毛群島	佐合島	さごうじま	Sagojima	33.87562709	132.063447	1.32	5.5	17	25	離島振興法	熊毛群島	1	1
36204	徳島県阿南市	Anan, Tokushima		伊島	いしま	Ishima	33.84889667	134.8131308	1.44	9.5	165	167	離島振興法	伊島	1	1
36383	徳島県海部郡牟岐町	Mugi, Tokushima		出羽島	てばじま	Tebajima	33.63311736	134.4238256	0.65	3.1	72	94	離島振興法	出羽島	1	1
37201	香川県高松市	Takamatsu, Kagawa	直島諸島	男木島	おぎじま	Ogijima	34.42516917	134.0596282	1.34	5.9	148	162	離島振興法	直島諸島	1	1
37201	香川県高松市	Takamatsu, Kagawa		大島	おおしま	Oshima	34.40569665	134.1057736	0.62	4.2	75	122	離島振興法	大島	1	1
37201	香川県高松市	Takamatsu, Kagawa	直島諸島	女木島（鬼ヶ島）	めぎじま（おにがしま）	Megijima (Onigashima)	34.39434667	134.0461985	2.62	7.9	136	174	離島振興法	直島諸島	1	1
37202	香川県丸亀市	Marugame, Kagawa	塩飽諸島	手島	てしま	Teshima	34.39671348	133.6644192	3.41	7.1	30	40	離島振興法	塩飽諸島	1	1
37202	香川県丸亀市	Marugame, Kagawa	塩飽諸島	本島（塩飽本島）	ほんじま（しわくほんじま）	Honjima (Shiwakuhonjima)	34.38486028	133.7735172	6.75	17.4	396	492	離島振興法	塩飽諸島	1	1
37202	香川県丸亀市	Marugame, Kagawa	塩飽諸島	小手島	おてしま	Oteshima	34.37821875	133.647939	0.53	3.7	36	53	離島振興法	塩飽諸島	1	1
37202	香川県丸亀市	Marugame, Kagawa	塩飽諸島	広島	ひろしま	Hiroshima	34.37613015	133.7075178	11.72	18.7	226	281	離島振興法	塩飽諸島	1	1
37202	香川県丸亀市	Marugame, Kagawa	塩飽諸島	牛島	うしじま	Ushijima	34.36114153	133.7805724	0.84	3.7	10	14	離島振興法	塩飽諸島	1	1
37203	香川県坂出市	Sakaide, Kagawa	塩飽諸島	櫃石島	ひついしじま	Hitsuishijima	34.42004667	133.802585	0.93	5.4	172	205	離島振興法	塩飽諸島	1	1
37203	香川県坂出市	Sakaide, Kagawa	塩飽諸島	岩黒島	いわくろじま	Iwakurojima	34.40643987	133.8103776	0.17	1.4	75	89	離島振興法	塩飽諸島	1	1
37203	香川県坂出市	Sakaide, Kagawa	塩飽諸島	小与島	こよしま	Koyoshima	34.39093459	133.8303	0.26	1.5	2	4	離島振興法	塩飽諸島	1	1
37203	香川県坂出市	Sakaide, Kagawa	塩飽諸島	与島	よしま	Yoshima	34.3891332	133.8185657	1.13	6.6	81	115	離島振興法	塩飽諸島	1	1
37205	香川県観音寺市	Kanonji, Kagawa		伊吹島	いぶきじま	Ibukijima	34.13032653	133.5338068	1.01	6.2	400	590	離島振興法	伊吹島	1	1
37208	香川県三豊市	Mitoyo, Kagawa	塩飽諸島	粟島	あわしま	Awashima	34.271475	133.637	3.67	17.4	216	289	離島振興法	塩飽諸島	1	1
37208	香川県三豊市	Mitoyo, Kagawa	塩飽諸島	志々島	ししじま	Shishijima	34.27092334	133.6770885	0.59	3.3	18	24	離島振興法	塩飽諸島	1	1
37322	香川県小豆郡土庄町	Tonosho, Kagawa		沖島（沖之島）	おきのしま	Okinoshima	34.51957265	134.1603871	0.18	2	60	75	離島振興法	小豆島	1	1
37322	香川県小豆郡土庄町・小豆島町	Tonosho and Shodoshima in Kagawa		小豆島	しょうどしま	Shodoshima	34.4895625	134.2612005	153.26	145.2	27927	30167	離島振興法	小豆島	1	1
